video_id,publish_date,url,original_title,original_description,grade_es,grade_en,topic_es,topic_en,unit_name_es,unit_name_en,emoji
JETtmJtLu8M,5/24/2021,https://youtu.be/JETtmJtLu8M,CATIONES y ANIONES especiales 🧪 - *paso a paso* - Formulación INORGÁNICA - [ESO/Bachillerato],"Aprende qué CATIONES y ANIONES son especiales y por qué. 

Supera tus Exámenes de Química con NOTA 👇

►Temario de FORMULACIÓN INORGÁNICA: https://www.youtube.com/playlist?list=PL4-4wRXS1Mim5QKR6YN365O3y0_1RuMLt

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Formulación inorgánica,Inorganic formulation,Cationes y aniones especiales,Special cations and anions,yes
7M-mu04Qv3A,5/25/2021,https://youtu.be/7M-mu04Qv3A,OXOANIONES Orto y Meta - *paso a paso* - Formulación INORGÁNICA - [ESO/Bachillerato],"Cómo formular los OXOANIONES ORTO y META. 

Supera tus Exámenes de Química con NOTA 👇

►Temario de FORMULACIÓN INORGÁNICA: https://www.youtube.com/playlist?list=PL4-4wRXS1Mim5QKR6YN365O3y0_1RuMLt

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Formulación inorgánica,Inorganic formulation,Oxoaniones orto y meta ,Ortho and meta oxoanions,no
GoQ9zskHmEI,5/27/2021,https://youtu.be/GoQ9zskHmEI,DI/TRI oxoaniones 📒 - *paso a paso* - Formulación INORGÁNICA - [ESO/Bachillerato],"¿Cómo se formula el ANIÓN disulfato? ¿Y el trifosfato? Apréndelo en este vídeo. 

Supera tus Exámenes de Química con NOTA 👇

►Temario de FORMULACIÓN INORGÁNICA: https://www.youtube.com/playlist?list...

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list...

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Formulación inorgánica,Inorganic formulation,Di/tri oxoaniones,di/tri oxoanions,yes
3Xx5WNy8Soo,5/30/2021,https://youtu.be/3Xx5WNy8Soo,Examen Septiembre 2020 SELEMADRID - A5B1 -  *QUÍMICA del CARBONO y LEWIS*,"Hoy resolvemos ejercicios de QUÍMICA del CARBONO y LEWIS de SeleMadrid Sept 2020.

Supera tu Examen de Selectividad con NOTA 👇

►Exámenes de SELECTIVIDAD resueltos: https://www.youtube.com/playlist?list=PL4-4wRXS1MiloBSVQKfSrx_ELYt5ldRJ0

►Temario de 2º Bachillerato para SELECTIVIDAD: https://www.youtube.com/playlist?list=PL4-4wRXS1MimTlhuKGAcqCdxkYcXfcxHl

►Exámenes de SeleMadrid: http://www.spaindata.com/quimica/madrid/index.html

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",2 Bachillerato,Grade 12th,Exámenes,Exams,Examen septiembre 2020 - Selemadrid ,September 2020 exam - Selemadrid,no
F0-wOJaETvM,5/31/2021,https://youtu.be/F0-wOJaETvM,⚗️ ANIONES hidrogenados y SALES hidratadas - *paso a paso* - Formulación INORGÁNICA - [ESO/Bachi],"Qué son los ANIONES hidrogenados y las SALES hidratadas? Te lo explico paso a paso.

Supera tus Exámenes de Química con NOTA 👇

►Temario de FORMULACIÓN INORGÁNICA: https://www.youtube.com/playlist?list...

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list...

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Formulación inorgánica,Inorganic formulation,Aniones hidrogenados y sales hidratadas ,hydrogen anions and hydrated salts,yes
Ny8dQJmCEYg,6/1/2021,https://youtu.be/Ny8dQJmCEYg,Ejercicios de FORMULACIÓN INORGÁNICA  - *paso a paso con ejemplos*  - [ESO/Bachillerato],"En este vídeo hacemos un resumen de todo el tema de FORMULACIÓN INORGÁNICA. 

Supera tus Exámenes de Química con NOTA 👇

►Temario de FORMULACIÓN INORGÁNICA: https://www.youtube.com/playlist?list...

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list...

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Formulación inorgánica,Inorganic formulation,Formulación inorgánica  ,Inorganic formulation,no
9v3Mgozs9Ww,6/3/2021,https://youtu.be/9v3Mgozs9Ww,👉 ESCALAS de TEMPERATURA - *paso a paso* - Gases IDEALES - [ESO/Bachillerato],"La TEMPERATURA se puede medir en varias ESCALAS. Aprende a usarlas correctamente.

Supera tus Exámenes de Química con NOTA 👇

►Temario de GASES IDEALES: https://www.youtube.com/playlist?list=PL4-4wRXS1MinpLHXgRCiwGGlOgC3pXRHk​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Gases ideales,Ideal gases,Escalas de temperatura ,Temperature scale,yes
heRtBQTUnbs,6/6/2021,https://youtu.be/heRtBQTUnbs,Examen Septiembre 2020 SELEMADRID 📗 - B2B3 -  *CINÉTICA y REDOX*,"Hoy resolvemos ejercicios de CINÉTICA y REDOX de SeleMadrid Sept 2020.

Supera tu Examen de Selectividad con NOTA 👇

►Exámenes de SELECTIVIDAD resueltos: https://www.youtube.com/playlist?list=PL4-4wRXS1MiloBSVQKfSrx_ELYt5ldRJ0

►Temario de 2º Bachillerato para SELECTIVIDAD: https://www.youtube.com/playlist?list=PL4-4wRXS1MimTlhuKGAcqCdxkYcXfcxHl

►Exámenes de SeleMadrid: http://www.spaindata.com/quimica/madrid/index.html

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",2 Bachillerato,Grade 12th,Exámenes,Exams,Examen septiembre 2020 - Selemadrid ,September 2020 exam - Selemadrid,no
_68Z9O8x3ug,6/7/2021,https://youtu.be/_68Z9O8x3ug,Ley de GASES IDEALES - *con Ejemplo* - Gases IDEALES - [ESO/Bachillerato],"¿Qué ocurre cuando tienes un GAS encerrado en un recipiente? Apréndelo en este vídeo.

Supera tus Exámenes de Química con NOTA 👇

►Temario de GASES IDEALES: https://www.youtube.com/playlist?list=PL4-4wRXS1MinpLHXgRCiwGGlOgC3pXRHk​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Gases ideales,Ideal gases,Ley de gases ideales ,Ideal gas law,no
uie7921T8e8,6/8/2021,https://youtu.be/uie7921T8e8,Ejercicios de DOS ESTADOS - *paso a paso* - Gases IDEALES - [ESO/Bachillerato],"¿Qué le pasa a un recipiente cerrado si haces un cambio en el volumen o temperatura?

Supera tus Exámenes de Química con NOTA 👇

►Temario de GASES IDEALES: https://www.youtube.com/playlist?list=PL4-4wRXS1MinpLHXgRCiwGGlOgC3pXRHk​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Gases ideales,Ideal gases,Ejercicios de dos estados ,Two states exercises,no
J-BFIpS3IqQ,6/10/2021,https://youtu.be/J-BFIpS3IqQ,🧪 LEYES de Boyle-Mariotte y Gay-Lussac  - *con Ejercicio Resuelto* - Gases IDEALES - [ESO/Bachiller],"¿Qué son las LEYES de Boyle-Mariotte y Gay-Lussac y cómo afectan a los GASES?

Supera tus Exámenes de Química con NOTA 👇

►Temario de GASES IDEALES: https://www.youtube.com/playlist?list=PL4-4wRXS1MinpLHXgRCiwGGlOgC3pXRHk​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Gases ideales,Ideal gases,Leyes de boyle,Boyle´s laws,yes
8na3gaOQDxE,6/13/2021,https://youtu.be/8na3gaOQDxE,Examen Septiembre 2020 SELEMADRID - B4B5 -  *EQUILIBRIO QUÍMICO y QUÍMICA del CARBONO*,"Hoy resolvemos ejercicios de EQUILIBRIO y QUÍMICA del CARBONO de SeleMadrid Sept 2020.

Supera tu Examen de Selectividad con NOTA 👇

►Exámenes de SELECTIVIDAD resueltos: https://www.youtube.com/playlist?list=PL4-4wRXS1MiloBSVQKfSrx_ELYt5ldRJ0

►Temario de 2º Bachillerato para SELECTIVIDAD: https://www.youtube.com/playlist?list=PL4-4wRXS1MimTlhuKGAcqCdxkYcXfcxHl

►Exámenes de SeleMadrid: http://www.spaindata.com/quimica/madrid/index.html

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",2 Bachillerato,Grade 12th,Exámenes,Exams,Examen septiembre 2020 - Selemadrid ,September 2020 exam - Selemadrid,no
pe8bufiZOYk,6/14/2021,https://youtu.be/pe8bufiZOYk,PRESIÓN PARCIAL y FRACCIÓN MOLAR - *paso a paso* - Gases IDEALES - [ESO/Bachillerato],"¿Qué es la PRESIÓN PARCIAL y cómo calcularla? Apréndelo en este vídeo.

Supera tus Exámenes de Química con NOTA 👇

►Temario de GASES IDEALES: https://www.youtube.com/playlist?list=PL4-4wRXS1MinpLHXgRCiwGGlOgC3pXRHk​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Gases ideales,Ideal gases,Presión parcial y fracción molar ,Partial pressure and mole fraction,no
yd7IDAi0N_U,6/15/2021,https://youtu.be/yd7IDAi0N_U,DENSIDAD de un GAS 📒 - *paso a paso* - Gases IDEALES - [ESO/Bachillerato],"¿Cómo se mide la DENSIDAD de un GAS y qué implicaciones tiene?

Supera tus Exámenes de Química con NOTA 👇

►Temario de GASES IDEALES: https://www.youtube.com/playlist?list=PL4-4wRXS1MinpLHXgRCiwGGlOgC3pXRHk​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Gases ideales,Ideal gases,Densidad de un gas,Gas density,yes
rtIUkKKYBFo,6/17/2021,https://youtu.be/rtIUkKKYBFo,👉 Mezclas de COMPARTIMENTOS - *con Ejercicio* - Gases IDEALES - [ESO/Bachillerato],"¿Qué ocurre cuando mezclas dos compartimentos con diferentes gases?

Supera tus Exámenes de Química con NOTA 👇

►Temario de GASES IDEALES: https://www.youtube.com/playlist?list=PL4-4wRXS1MinpLHXgRCiwGGlOgC3pXRHk​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Gases ideales,Ideal gases,Mezclas de compartimentos ,Compartment mixtures,yes
plxFXV4Kb6E,6/20/2021,https://youtu.be/plxFXV4Kb6E,⚗️ Ley de los GASES REALES - *con Ejercicio Resuelto* - Gases IDEALES - [Universidad],"Aprende las diferencias entre un gas IDEAL y un gas REAL y cómo calcularlos.

Supera tus Exámenes de Química con NOTA 👇

►Temario de GASES IDEALES: https://www.youtube.com/playlist?list=PL4-4wRXS1MinpLHXgRCiwGGlOgC3pXRHk​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",2 Bachillerato,Grade 12th,Gases ideales,Ideal gases,Ley de los gases reales ,Ideal gas law,yes
_HfrxE42db8,6/21/2021,https://youtu.be/_HfrxE42db8,⚗️ ALCANOS - *paso a paso* - Formulación ORGÁNICA - [ESO/Bachillerato],"Apréndelo TODO sobre las moléculas ORGÁNICAS más simples: los ALCANOS.

Supera tus Exámenes de Química con NOTA 👇

►Temario de FORMULACIÓN ORGÁNICA: https://www.youtube.com/playlist?list=PL4-4wRXS1Mim3VbYRalUvaY6bvmG9wzuY​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Formulación orgánica,Organic formulation,Alcanos ,Alkanes,yes
b40cPvh0B4U,6/22/2021,https://youtu.be/b40cPvh0B4U,RAMIFICACIONES y HALÓGENOS - *con ejemplos* - Formulación ORGÁNICA - [ESO/Bachillerato],"Los ALCANOS pueden presentar RAMIFICACIONES en su estructura. Aprende a formularlas.

Supera tus Exámenes de Química con NOTA 👇

►Temario de FORMULACIÓN ORGÁNICA: https://www.youtube.com/playlist?list=PL4-4wRXS1Mim3VbYRalUvaY6bvmG9wzuY​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Formulación orgánica,Organic formulation,Ramificaciones y halógenos ,Ramifications and halogens,no
w2GDovVH8r4,6/24/2021,https://youtu.be/w2GDovVH8r4,Cómo formular ALQUENOS y ALQUINOS 📗 - *paso a paso* - Formulación ORGÁNICA - [ESO/Bachillerato],"Los ALQUENOS y ALQUINOS se forman al producirse enlaces dobles y triples entre carbonos.

Supera tus Exámenes de Química con NOTA 👇

►Temario de FORMULACIÓN ORGÁNICA: https://www.youtube.com/playlist?list=PL4-4wRXS1Mim3VbYRalUvaY6bvmG9wzuY​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Formulación orgánica,Organic formulation,Alquenos y alquinos,Alkenes and alkines,no
GOEvDi2dZxM,6/27/2021,https://youtu.be/GOEvDi2dZxM,Cómo interactúan el CO2 y la HIDROSFERA 🌊 - [Curiosidades sobre QUÍMICA],"¿Qué ocurre con las emisiones de CO2 que no acaban en la atmósfera?

Sacia tu mente curiosa con estos vídeos 👇

►Lista de vídeos de Curiosidades sobre Química: https://www.youtube.com/playlist?list=PL4-4wRXS1MillLB3rKNjFmC84wZl072fr

★¿TIENES MÁS INQUIETUDES?★
Déjame un comentario sobre el tema del cuál te gustaría saber más.",Público general,General public,Curiosidades sobre química,Curiosities about chemistry,Cómo interactúan el co2 y la hidrosfera,How do CO2 and hydrosphere interact,no
uv6opP9qyMQ,6/28/2021,https://youtu.be/uv6opP9qyMQ,¿Qué son los CICLOALCANOS y BENCENOS? - *paso a paso* - Formulación ORGÁNICA - [ESO/Bachillerato],"Los compuestos ORGÁNICOS no sólo forman CADENAS, sino también CICLOS.

Supera tus Exámenes de Química con NOTA 👇

►Temario de FORMULACIÓN ORGÁNICA: https://www.youtube.com/playlist?list=PL4-4wRXS1Mim3VbYRalUvaY6bvmG9wzuY​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Formulación orgánica,Organic formulation,Cicloalcanos y bencenos,Cyclealkanes and benzenes,no
1NQ7NXQnfVg,6/29/2021,https://youtu.be/1NQ7NXQnfVg,¿Qué son los ÁCIDOS CARBOXÍLICOS? 🧪 - *con ejemplos* - Formulación ORGÁNICA - [ESO/Bachillerato],"Aprende a detectar, reconocer y formular los ÁCIDOS CARBOXÍLICOS.

Supera tus Exámenes de Química con NOTA 👇

►Temario de FORMULACIÓN ORGÁNICA: https://www.youtube.com/playlist?list=PL4-4wRXS1Mim3VbYRalUvaY6bvmG9wzuY​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Formulación orgánica,Organic formulation,Ácidos carboxílicos ,Carboxilic acids,no
ugiJOTH8pW0,7/1/2021,https://youtu.be/ugiJOTH8pW0,ALDEHÍDOS y CETONAS - *con ejercicio resuelto* - Formulación ORGÁNICA - [ESO/Bachillerato],"¿Qué tienen en común y de diferente los ALDEHÍDOS y las CETONAS?

Supera tus Exámenes de Química con NOTA 👇

►Temario de FORMULACIÓN ORGÁNICA: https://www.youtube.com/playlist?list=PL4-4wRXS1Mim3VbYRalUvaY6bvmG9wzuY​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Formulación orgánica,Organic formulation,Aldehídos y cetonas ,Aldehydes and ketones,no
eJRwas1X3ng,7/4/2021,https://youtu.be/eJRwas1X3ng,Por qué un METAL se pone a ROJO VIVO - [Curiosidades sobre QUÍMICA],"Aprende por qué una sustancia se pone al rojo vivo cuando se calienta con este vídeo.

Sacia tu mente curiosa con estos vídeos 👇

►Lista de vídeos de Curiosidades sobre Química: https://www.youtube.com/playlist?list=PL4-4wRXS1MillLB3rKNjFmC84wZl072fr

★¿TIENES MÁS INQUIETUDES?★
Déjame un comentario sobre el tema del cuál te gustaría saber más.",Público general,General public,Curiosidades sobre química,Curiosities about chemistry,El metal se pone a rojo vivo ,Bright red metal,no
WlqHlB4NN_s,7/5/2021,https://youtu.be/WlqHlB4NN_s,ALCOHOLES y ÉTERES - *paso a paso* - Formulación ORGÁNICA - [ESO/Bachillerato],"Aprendamos a FORMULAR nuevos grupos funcionales: ALCHOLES y ÉTERES.

Supera tus Exámenes de Química con NOTA 👇

►Temario de FORMULACIÓN ORGÁNICA: https://www.youtube.com/playlist?list=PL4-4wRXS1Mim3VbYRalUvaY6bvmG9wzuY​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Formulación orgánica,Organic formulation,Alcoholes y éteres ,Alcohols and ethers,no
TZJFtRsbhdQ,7/6/2021,https://youtu.be/TZJFtRsbhdQ,Aprende a formular los ÉSTERES - *con ejemplos* - Formulación ORGÁNICA - [ESO/Bachillerato],"Uno de los grupos funcionales más complicados de la formulación ORGÁNICA.

Supera tus Exámenes de Química con NOTA 👇

►Temario de FORMULACIÓN ORGÁNICA: https://www.youtube.com/playlist?list=PL4-4wRXS1Mim3VbYRalUvaY6bvmG9wzuY​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Formulación orgánica,Organic formulation,Ésteres,Esthers,no
x8hhcWdi1IU,7/8/2021,https://youtu.be/x8hhcWdi1IU,Aminas y amidas - *con ejemplos* - Formulación ORGÁNICA - [ESO/Bachillerato],"Éstos son los grupos funcionales principales con NITRÓGENO en química ORGÁNICA.

Supera tus Exámenes de Química con NOTA 👇

►Temario de FORMULACIÓN ORGÁNICA: https://www.youtube.com/playlist?list=PL4-4wRXS1Mim3VbYRalUvaY6bvmG9wzuY​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Formulación orgánica,Organic formulation,Aminas y amidas ,Amines and amydes,no
kusi3Ll-5ig,7/11/2021,https://youtu.be/kusi3Ll-5ig,¿Por qué el AGUA con hielo y sal ENFRÍA mejor? - [Curiosidades sobre QUÍMICA],"¿Por qué esta mezcla enfría tan eficazmente? Todo es QUÍMICA.

Sacia tu mente curiosa con estos vídeos 👇

►Lista de vídeos de Curiosidades sobre Química: https://www.youtube.com/playlist?list=PL4-4wRXS1MillLB3rKNjFmC84wZl072fr

★¿TIENES MÁS INQUIETUDES?★
Déjame un comentario sobre el tema del cuál te gustaría saber más.",Público general,General public,Curiosidades sobre química,Curiosities about chemistry,Agua con hielo y sal enfría mejor,Water with ice and salt freezes faster,no
CWFtrv648HQ,7/12/2021,https://youtu.be/CWFtrv648HQ,¿Cómo formular NITRILOS y CIANUROS? - *paso a paso* - Formulación ORGÁNICA - [ESO/Bachillerato],"Aprende la diferencia y similitudes de estos dos grupos FUNCIONALES.

Supera tus Exámenes de Química con NOTA 👇

►Temario de FORMULACIÓN ORGÁNICA: https://www.youtube.com/playlist?list=PL4-4wRXS1Mim3VbYRalUvaY6bvmG9wzuY​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Formulación orgánica,Organic formulation,Nitrilos y cianuros,Nitriles and cyanides,no
D83mcszifig,7/14/2021,https://youtu.be/D83mcszifig,"¿Qué son los TIOLES, TIOÉTERES y FOSFINAS? - *con ejemplos* - Formulación ORGÁNICA - [Universidad]","También existen grupos FUNCIONALES con AZUFRE y FÓSFORO. 

Supera tus Exámenes de Química con NOTA 👇

►Temario de FORMULACIÓN ORGÁNICA: https://www.youtube.com/playlist?list=PL4-4wRXS1Mim3VbYRalUvaY6bvmG9wzuY​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",2 Bachillerato,Grade 12th,Formulación orgánica,Organic formulation,"Tioles, tioéteres y fosfinas","Tioles, tioether and phosphines",no
gNM1WQFRXGo,7/15/2021,https://youtu.be/gNM1WQFRXGo,Ejercicios de FORMULACIÓN ORGÁNICA - *paso a paso* - [ESO/Bachillerato],"Colección de ejercicios de FORMULACIÓN ORGÁNICA completos. 

Supera tus Exámenes de Química con NOTA 👇

►Temario de FORMULACIÓN ORGÁNICA: https://www.youtube.com/playlist?list=PL4-4wRXS1Mim3VbYRalUvaY6bvmG9wzuY​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Formulación orgánica,Organic formulation,Formulación orgánica,Organic formulation,no
iC5YUht8t7c,7/18/2021,https://youtu.be/iC5YUht8t7c,¿Qué es una REACCIÓN QUÍMICA? - *Con ejemplos* - ESTEQUIOMETRÍA - [ESO/Bachillerato],"¿Qué sucede al producirse una REACCIÓN QUÍMICA? ¿Qué TIPOS de reacción hay? 

Supera tus Exámenes de Química con NOTA 👇

►Temario de ESTEQUIOMETRÍA: https://www.youtube.com/playlist?list=PL4-4wRXS1MilhSRVqviJppxUMW5iYHepy​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Estequiometría,Stoichiometry,Reacción química,Chemical equation,no
H28VaUHVdCg,7/19/2021,https://youtu.be/H28VaUHVdCg,Cómo usar los FACTORES de CONVERSIÓN 📔 - *paso a paso* - ESTEQUIOMETRÍA - [ESO/Bachillerato],"Aprende a usar los FACTORES DE CONVERSIÓN gracias a este vídeo. 

Supera tus Exámenes de Química con NOTA 👇

►Temario de ESTEQUIOMETRÍA: https://www.youtube.com/playlist?list=PL4-4wRXS1MilhSRVqviJppxUMW5iYHepy​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Estequiometría,Stoichiometry,Factores de conversión,Conversion factors,no
4uPx3w_9eQI,7/20/2021,https://youtu.be/4uPx3w_9eQI,¿Qué es un MOL? ⚛ - *con ejercicios resueltos* - ESTEQUIOMETRÍA - [ESO/Bachillerato],"Aprende a usar la MAGNITUD REINA de la QUÍMICA, el MOL.

Supera tus Exámenes de Química con NOTA 👇

►Temario de ESTEQUIOMETRÍA: https://www.youtube.com/playlist?list=PL4-4wRXS1MilhSRVqviJppxUMW5iYHepy​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Estequiometría,Stoichiometry,Moles,Moles,yes
m4NjAiNogOU,7/22/2021,https://youtu.be/m4NjAiNogOU,IGUALAR una REACCIÓN QUÍMICA - *con ejemplos* - ESTEQUIOMETRÍA - [ESO/Bachillerato],"Aprende trucos para IGUALAR REACCIONES QUÍMICAS, tanto simples como complejas.

Supera tus Exámenes de Química con NOTA 👇

►Temario de ESTEQUIOMETRÍA: https://www.youtube.com/playlist?list=PL4-4wRXS1MilhSRVqviJppxUMW5iYHepy​

►Temario de ESO y 1º Bachillerato: https://www.youtube.com/playlist?list=PL4-4wRXS1Mil4byLKh2WN6xnx8v8jZ_Ur

★¿TIENES DUDAS?★
Déjame el ejercicio en los comentarios y haré un vídeo para resolverlo.",ESO/1 Bachillerato,Grade 7th-11th,Estequiometría,Stoichiometry,Igualar una reacción química ,Balance a chemical equation,no
